customer_id,customer_name,product_category,purchase_amount,delivery_status,payment_status,customer_age,customer_gender,product_rating,shipping_region,loyalty_status,country
1176,Jessica Williams,clothing,99,delivered,completed,29,Female,2,East,Silver,Spain
1179,Sarah Brown,electronics,251,delivered,pending,21,Female,4,South,Gold,Germany
1181,Sarah Johnson,electronics,121,shipped,completed,35,Male,2,East,Gold,USA
1182,Vivaan Singh,books,185,shipped,pending,35,Male,3,North,Platinum,India
1188,Michael Smith,books,110,shipped,completed,55,Male,4,South,Gold,Australia
1196,Jessica Garcia,clothing,154,delivered,completed,23,Male,4,North,Silver,Italy
1205,Daniel Smith,appliances,201,cancelled,completed,56,Male,4,West,Gold,Spain
1210,Sarah Williams,electronics,72,delivered,completed,21,Male,2,South,Silver,France
1211,Vidya Patel,books,85,delivered,completed,57,Male,4,West,Silver,India
1216,Emily Miller,electronics,169,delivered,completed,24,Female,3,East,Gold,Brazil
1222,Jennifer Jones,books,270,delivered,completed,22,Female,2,North,Gold,Russia
1226,John Miller,clothing,124,delivered,completed,68,Female,1,East,Silver,China
1228,Jennifer Miller,clothing,65,delivered,completed,67,Male,4,South,Gold,South Africa
1230,Daniel Brown,electronics,43,delivered,cancelled,47,Female,2,East,Silver,Russia
1234,Emily Johnson,appliances,35,cancelled,completed,47,Female,4,North,Gold,Russia
1235,John Garcia,appliances,78,shipped,completed,30,Female,2,South,Silver,USA
1241,Michael Smith,clothing,212,delivered,pending,56,Female,3,South,Platinum,USA
1248,Emily Williams,electronics,234,delivered,pending,23,Male,3,West,Platinum,China
1249,Jennifer Johnson,electronics,58,cancelled,completed,58,Male,1,South,Platinum,Canada
1252,Michael Davis,electronics,26,delivered,completed,40,Male,1,East,Platinum,Italy
1254,Vivaan Kumar,electronics,45,delivered,completed,47,Male,3,West,Platinum,India
1260,David Johnson,books,295,delivered,completed,48,Female,1,East,Silver,China
1261,Daniel Davis,electronics,136,delivered,pending,36,Female,3,West,Silver,Australia
1268,Vivaan Patel,appliances,131,delivered,completed,58,Male,4,West,Platinum,India
1274,Michael Davis,appliances,147,delivered,completed,53,Male,4,North,Gold,Spain
1275,Jessica Miller,electronics,41,shipped,completed,25,Female,4,North,Gold,Italy
1277,Daniel Miller,electronics,126,pending,completed,57,Female,3,East,Silver,UK
1281,Jennifer Miller,appliances,87,delivered,cancelled,59,Female,4,East,Platinum,Japan
1283,John Smith,clothing,200,delivered,completed,31,Male,1,East,Platinum,South Korea
1287,Michael Brown,electronics,40,pending,pending,36,Female,3,West,Gold,South Korea
1289,Sarah Smith,electronics,122,delivered,completed,18,Male,1,South,Platinum,USA
1291,Daniel Miller,electronics,58,pending,completed,58,Female,4,North,Silver,Brazil
1293,David Jones,electronics,104,delivered,completed,50,Female,3,West,Gold,USA
1295,Sarah Garcia,clothing,207,delivered,completed,63,Female,2,East,Gold,Brazil
1296,John Miller,appliances,178,delivered,completed,34,Female,4,East,Silver,Italy
1298,Emily Johnson,books,92,delivered,completed,48,Male,4,South,Gold,Italy
1303,Emily Miller,books,195,delivered,completed,54,Female,1,North,Platinum,UK
1304,John Smith,clothing,257,delivered,completed,55,Female,4,West,Silver,Australia
1308,John Smith,clothing,262,delivered,completed,66,Male,2,West,Platinum,South Africa
1312,Jennifer Brown,books,101,delivered,completed,32,Female,2,East,Silver,Germany
1314,Jennifer Miller,books,159,cancelled,completed,64,Female,3,South,Silver,USA
1320,Sarah Williams,clothing,51,delivered,completed,40,Female,1,East,Gold,Brazil
1321,Jennifer Garcia,appliances,93,delivered,completed,28,Male,4,East,Gold,Brazil
1325,John Johnson,clothing,119,delivered,completed,59,Female,2,West,Silver,Mexico
1329,Jennifer Davis,appliances,204,delivered,completed,61,Male,4,South,Silver,Canada
1332,Sarah Garcia,electronics,162,delivered,completed,63,Male,3,South,Platinum,Spain
1334,David Miller,books,189,cancelled,completed,54,Male,2,South,Silver,Spain
1337,Emily Garcia,electronics,101,delivered,completed,63,Female,4,North,Gold,USA
1339,Jessica Miller,appliances,191,cancelled,completed,45,Male,1,North,Platinum,China
1342,Jessica Miller,appliances,94,delivered,cancelled,64,Female,3,South,Gold,South Korea
1344,Daniel Jones,clothing,133,delivered,completed,28,Male,3,South,Platinum,Australia
1346,Emily Smith,books,121,delivered,completed,43,Male,4,South,Gold,Japan
1347,Jessica Smith,books,229,delivered,completed,32,Female,3,South,Silver,Germany
1351,Michael Davis,appliances,131,delivered,completed,47,Female,1,West,Gold,Japan
1352,Michael Jones,electronics,215,delivered,completed,61,Female,4,West,Gold,Italy
1362,David Williams,electronics,51,delivered,completed,28,Male,2,East,Silver,Germany
1370,Michael Garcia,books,204,delivered,completed,46,Male,2,East,Platinum,Russia
1375,Jessica Brown,electronics,44,delivered,completed,35,Male,4,East,Silver,South Africa
1376,Aarav Sharma,appliances,198,pending,completed,49,Male,2,West,Gold,India
1377,Sarah Garcia,appliances,160,cancelled,completed,44,Female,1,East,Gold,Brazil
1380,Jennifer Smith,electronics,149,delivered,completed,61,Female,2,North,Platinum,South Korea
1381,Emily Brown,appliances,265,shipped,completed,51,Male,1,South,Gold,Australia
1386,Sarah Smith,appliances,149,delivered,completed,59,Male,3,South,Gold,Germany
1391,Jessica Garcia,books,275,delivered,completed,20,Male,4,North,Platinum,Italy
1392,Jessica Miller,books,190,delivered,completed,49,Female,2,South,Platinum,South Africa
1394,Jennifer Miller,appliances,90,shipped,completed,41,Male,1,West,Silver,Germany
1403,Michael Brown,books,205,delivered,completed,34,Female,4,East,Silver,Japan
1404,John Johnson,electronics,223,delivered,completed,65,Female,2,South,Silver,Australia
1415,David Smith,books,133,delivered,completed,45,Male,4,East,Silver,China
1417,John Williams,electronics,49,delivered,cancelled,27,Male,4,South,Gold,Brazil
1418,Michael Garcia,clothing,283,delivered,completed,36,Male,1,West,Gold,China
1419,Jessica Johnson,appliances,117,delivered,pending,45,Male,3,South,Platinum,China
1422,Michael Smith,clothing,294,delivered,completed,60,Male,2,West,Gold,Mexico
1423,John Miller,clothing,280,delivered,cancelled,40,Female,3,East,Gold,USA
1427,Michael Johnson,electronics,59,cancelled,completed,45,Male,1,West,Silver,Mexico
1428,Michael Brown,appliances,45,shipped,completed,30,Male,4,North,Gold,Australia
1429,Daniel Garcia,electronics,46,delivered,completed,54,Female,3,North,Gold,Italy
1433,Emily Davis,electronics,186,delivered,completed,34,Male,1,North,Platinum,China
1434,Jessica Smith,appliances,207,delivered,completed,18,Male,4,West,Platinum,Brazil
1445,Jessica Jones,appliances,125,delivered,completed,51,Male,2,East,Silver,Italy
1451,Michael Johnson,clothing,180,delivered,completed,48,Female,3,North,Platinum,UK
1456,John Johnson,books,261,delivered,completed,20,Female,3,East,Platinum,USA
1463,John Smith,clothing,260,delivered,completed,58,Male,3,West,Silver,Italy
1464,John Smith,electronics,153,delivered,pending,68,Male,2,South,Gold,Mexico
1465,Jessica Smith,appliances,65,delivered,completed,20,Female,4,North,Gold,South Africa
1467,David Smith,appliances,185,delivered,completed,38,Male,3,South,Gold,China
1473,David Johnson,books,266,delivered,completed,31,Female,2,South,Platinum,Italy
1483,John Garcia,electronics,70,delivered,completed,52,Male,1,East,Gold,Canada
1488,Sarah Miller,appliances,232,delivered,completed,51,Male,2,North,Gold,Australia
1494,John Miller,clothing,71,delivered,completed,35,Female,2,South,Platinum,Spain
1495,Daniel Davis,electronics,288,delivered,completed,64,Male,2,North,Gold,Mexico
1501,Jessica Smith,books,150,delivered,completed,37,Male,4,West,Gold,Spain
1503,Michael Jones,electronics,266,delivered,pending,46,Male,4,South,Silver,Mexico
1509,Jennifer Jones,appliances,140,pending,completed,37,Male,2,East,Gold,Italy
1510,Daniel Johnson,clothing,113,cancelled,completed,52,Male,2,West,Platinum,Spain
1518,Sarah Smith,clothing,149,delivered,completed,60,Female,1,North,Silver,USA
1519,Sarah Garcia,appliances,192,delivered,completed,41,Male,2,South,Platinum,USA
1520,Aditi Sharma,clothing,227,delivered,completed,52,Female,2,North,Gold,India
1522,Jessica Williams,books,118,delivered,completed,25,Male,2,South,Platinum,Australia
1550,Vivaan Patel,books,187,delivered,pending,54,Female,1,West,Gold,India
1554,Jennifer Williams,appliances,223,cancelled,completed,29,Female,3,West,Platinum,China
1559,Daniel Jones,appliances,88,cancelled,completed,20,Female,3,North,Silver,Canada
1562,Emily Brown,books,88,delivered,pending,51,Male,1,South,Gold,South Korea
1563,David Johnson,books,118,delivered,completed,66,Male,3,West,Platinum,Germany
1571,Sarah Brown,clothing,50,delivered,completed,50,Female,3,West,Platinum,UK
1573,Jessica Smith,electronics,149,cancelled,completed,24,Female,4,North,Gold,China
1577,Sarah Williams,electronics,21,pending,completed,46,Male,1,East,Gold,Germany
1579,Emily Williams,clothing,40,cancelled,completed,55,Male,4,East,Platinum,Canada
1581,Sarah Jones,clothing,199,delivered,completed,42,Male,1,East,Platinum,UK
1589,Jennifer Jones,appliances,188,shipped,completed,43,Male,1,North,Silver,Italy
1594,Emily Johnson,appliances,67,pending,completed,68,Male,3,North,Platinum,Italy
1596,John Williams,appliances,280,delivered,completed,55,Male,1,West,Silver,Germany
1597,John Brown,electronics,297,shipped,cancelled,38,Female,3,North,Gold,Japan
1601,Daniel Smith,electronics,88,shipped,cancelled,61,Female,2,South,Platinum,Russia
1604,David Smith,clothing,180,delivered,completed,54,Male,4,West,Silver,Mexico
1612,Jessica Garcia,clothing,275,delivered,cancelled,66,Male,3,North,Gold,Brazil
1613,Emily Brown,appliances,273,pending,completed,25,Male,1,East,Gold,Germany
1624,Jessica Williams,clothing,299,delivered,completed,50,Female,1,South,Platinum,USA
1626,Daniel Jones,clothing,282,delivered,completed,25,Female,3,West,Silver,Germany
1627,David Brown,electronics,23,delivered,completed,59,Male,4,East,Silver,Mexico
1630,John Johnson,books,35,delivered,completed,59,Male,2,West,Gold,Brazil
1632,Emily Brown,appliances,48,cancelled,completed,65,Male,3,South,Silver,Mexico
1633,Jennifer Davis,electronics,170,shipped,completed,35,Female,2,West,Gold,USA
1636,Daniel Brown,clothing,98,delivered,completed,61,Female,1,North,Gold,South Korea
1637,David Brown,electronics,172,delivered,completed,40,Female,3,East,Platinum,South Korea
1644,John Davis,electronics,177,pending,cancelled,24,Male,3,East,Platinum,Germany
1649,Sarah Davis,appliances,257,cancelled,completed,25,Female,1,West,Gold,Australia
1657,Daniel Garcia,books,139,delivered,completed,41,Male,2,South,Gold,USA
1669,Emily Jones,electronics,291,delivered,completed,30,Female,3,North,Silver,Canada
1670,Vivaan Patel,books,246,delivered,completed,55,Male,3,North,Silver,India
1675,Daniel Brown,appliances,197,shipped,cancelled,29,Female,1,West,Silver,Brazil
1676,Daniel Smith,electronics,247,cancelled,pending,31,Male,3,West,Gold,Brazil
1681,Jennifer Jones,appliances,156,delivered,completed,22,Female,3,West,Gold,Spain
1684,Aarav Singh,appliances,122,delivered,cancelled,34,Male,2,West,Silver,India
1689,Jessica Davis,books,245,delivered,completed,57,Male,2,South,Platinum,South Africa
1692,David Garcia,clothing,140,cancelled,completed,49,Female,1,West,Gold,Mexico
1693,John Smith,electronics,201,delivered,pending,48,Female,3,West,Silver,Mexico
1696,Daniel Jones,appliances,141,delivered,completed,44,Female,3,South,Silver,UK
1697,Michael Davis,books,50,delivered,completed,25,Male,3,South,Silver,Italy
1699,Daniel Johnson,clothing,243,delivered,completed,50,Male,2,South,Platinum,Russia
1707,Michael Jones,appliances,206,delivered,cancelled,57,Male,4,West,Gold,UK
1709,David Davis,appliances,56,shipped,cancelled,26,Female,3,North,Silver,Germany
1711,Emily Smith,books,246,delivered,pending,24,Male,3,South,Silver,Japan
1716,Daniel Garcia,appliances,286,delivered,completed,49,Male,3,South,Gold,Brazil
1717,John Miller,books,119,delivered,completed,27,Female,2,West,Platinum,Germany
1721,Jennifer Williams,clothing,184,delivered,completed,67,Female,4,West,Platinum,Australia
1723,David Davis,appliances,133,delivered,cancelled,46,Male,1,South,Platinum,Italy
1724,David Garcia,electronics,126,delivered,completed,29,Female,1,East,Platinum,Germany
1727,David Miller,books,290,cancelled,pending,68,Female,3,West,Silver,Spain
1728,Michael Davis,books,263,delivered,completed,36,Female,4,West,Platinum,Canada
1735,Daniel Jones,clothing,142,delivered,completed,23,Female,3,North,Silver,Japan
1738,Sarah Davis,electronics,248,delivered,completed,37,Female,2,East,Platinum,Brazil
1741,Sarah Smith,books,137,cancelled,cancelled,64,Male,4,South,Gold,Spain
1747,Daniel Williams,books,40,cancelled,completed,27,Male,1,West,Gold,Brazil
1748,Aditi Kumar,books,190,delivered,completed,54,Female,3,West,Platinum,India
1749,Jennifer Garcia,electronics,34,delivered,completed,44,Male,2,East,Platinum,South Africa
1754,Jessica Jones,clothing,207,cancelled,completed,33,Male,3,South,Platinum,Brazil
1761,Emily Davis,appliances,120,pending,completed,30,Female,1,West,Gold,USA
1763,Michael Smith,electronics,165,cancelled,completed,27,Female,2,West,Platinum,China
1764,Jennifer Smith,clothing,262,cancelled,completed,53,Female,4,West,Gold,Canada
1766,Jennifer Johnson,books,62,cancelled,completed,48,Female,2,East,Gold,UK
1770,Aarav Singh,electronics,233,cancelled,completed,40,Male,4,East,Platinum,India
1772,Michael Jones,electronics,86,delivered,completed,66,Male,2,North,Silver,Mexico
1774,Jessica Garcia,appliances,31,delivered,pending,19,Male,1,East,Silver,Japan
1776,John Johnson,electronics,277,delivered,completed,22,Female,3,East,Gold,Italy
1777,Daniel Garcia,electronics,154,pending,completed,48,Male,3,East,Silver,China
1785,Emily Johnson,clothing,187,cancelled,completed,33,Female,1,East,Gold,Australia
1793,David Garcia,electronics,175,delivered,completed,41,Male,4,South,Gold,USA
1801,David Davis,electronics,229,delivered,cancelled,24,Female,2,East,Platinum,Canada
1802,John Smith,clothing,225,delivered,completed,55,Female,4,East,Platinum,Brazil
1803,Sarah Davis,electronics,239,delivered,completed,61,Female,2,East,Silver,Brazil
1805,David Williams,clothing,155,delivered,completed,19,Male,4,East,Platinum,South Africa
1814,Jennifer Brown,appliances,245,delivered,cancelled,64,Male,4,South,Gold,Canada
1815,Jennifer Brown,appliances,26,cancelled,completed,25,Male,1,North,Platinum,Canada
1816,Emily Johnson,electronics,146,pending,completed,51,Male,2,West,Gold,Australia
1818,Michael Garcia,books,209,delivered,completed,25,Female,4,North,Silver,Japan
1825,Vidya Kumar,appliances,175,pending,completed,18,Female,3,South,Silver,India
1828,Daniel Williams,clothing,269,delivered,completed,65,Male,1,West,Silver,Russia
1836,Jessica Brown,appliances,229,delivered,pending,59,Female,4,North,Platinum,France
1840,Daniel Williams,electronics,97,delivered,completed,20,Female,4,West,Silver,Russia
1841,Jessica Garcia,books,127,pending,cancelled,27,Male,2,East,Silver,Russia
1842,John Garcia,appliances,58,shipped,completed,21,Male,2,West,Platinum,Canada
1843,Jennifer Johnson,electronics,138,delivered,completed,31,Female,1,East,Gold,Germany
1844,Sarah Smith,books,46,delivered,completed,40,Female,1,North,Gold,Italy
1845,Daniel Miller,electronics,123,delivered,completed,34,Male,3,East,Silver,Brazil
1854,Jessica Garcia,books,41,delivered,completed,30,Female,3,North,Silver,Brazil
1855,John Davis,books,278,delivered,completed,20,Male,4,West,Platinum,Germany
1862,Jennifer Smith,electronics,240,delivered,completed,25,Female,4,West,Platinum,China
1863,David Garcia,clothing,241,delivered,completed,57,Male,4,East,Platinum,Canada
1864,Daniel Miller,clothing,277,delivered,completed,33,Female,2,East,Gold,UK
1871,Emily Miller,electronics,202,cancelled,completed,39,Female,4,North,Silver,China
1875,Emily Davis,clothing,25,delivered,completed,50,Female,4,East,Gold,South Africa
1876,Daniel Jones,books,255,delivered,completed,55,Male,2,West,Platinum,Japan
1879,Jennifer Garcia,electronics,256,delivered,completed,64,Male,3,North,Platinum,Japan
1880,Sarah Smith,electronics,174,shipped,cancelled,43,Female,1,West,Gold,South Korea
1882,Jennifer Brown,clothing,254,cancelled,completed,62,Female,2,East,Platinum,Germany
1885,Emily Davis,appliances,292,delivered,completed,44,Male,3,North,Gold,Spain
1887,David Johnson,electronics,76,delivered,cancelled,34,Female,4,East,Gold,UK
1889,David Davis,appliances,156,cancelled,completed,60,Male,2,West,Silver,Spain
1891,Emily Jones,books,261,delivered,completed,43,Male,4,North,Platinum,Russia
1892,Jessica Jones,books,218,pending,completed,56,Male,1,North,Gold,South Korea
1895,Jessica Smith,appliances,271,cancelled,completed,59,Male,1,North,Silver,USA
1896,Jennifer Miller,appliances,209,delivered,completed,62,Female,2,East,Gold,Mexico
1897,Sarah Brown,clothing,171,delivered,cancelled,40,Female,2,North,Silver,Russia
1900,Emily Johnson,books,195,delivered,cancelled,34,Male,1,South,Platinum,Russia
1903,Vidya Patel,clothing,182,pending,pending,24,Male,3,East,Gold,India
1914,Emily Miller,clothing,240,delivered,completed,65,Female,4,East,Gold,Russia
1915,Jessica Garcia,appliances,28,cancelled,completed,64,Male,4,North,Silver,Canada
1919,David Brown,appliances,216,shipped,completed,55,Female,3,South,Gold,USA
1920,Jessica Davis,appliances,285,delivered,completed,26,Female,3,West,Silver,Australia
1923,Jennifer Johnson,electronics,134,delivered,completed,26,Female,4,North,Silver,USA
1924,Jessica Garcia,books,140,delivered,cancelled,69,Male,2,West,Silver,Japan
1925,Michael Jones,electronics,160,delivered,completed,42,Male,3,East,Platinum,UK
1931,Emily Garcia,books,214,pending,completed,34,Male,4,East,Silver,Australia
1933,John Jones,electronics,196,delivered,completed,62,Female,1,South,Gold,Canada
1936,Sarah Miller,electronics,30,delivered,completed,25,Male,1,West,Platinum,South Africa
1937,Aditi Singh,clothing,137,delivered,completed,31,Female,2,South,Gold,India
1939,David Johnson,clothing,58,cancelled,completed,56,Male,4,West,Gold,Australia
1940,John Johnson,clothing,72,delivered,completed,42,Female,3,East,Platinum,Japan
1943,Emily Jones,appliances,75,delivered,completed,20,Male,4,North,Gold,Japan
1944,Daniel Jones,electronics,137,shipped,completed,56,Female,3,South,Platinum,Japan
1950,Sarah Garcia,electronics,99,delivered,completed,30,Female,4,South,Gold,Russia
1954,Daniel Davis,appliances,77,delivered,completed,19,Female,1,North,Gold,China
1957,Sarah Johnson,appliances,122,cancelled,completed,41,Male,2,North,Silver,UK
1961,Daniel Davis,electronics,250,pending,completed,33,Female,3,East,Platinum,Italy
1963,Sarah Garcia,clothing,259,delivered,completed,54,Female,1,South,Gold,South Africa
1965,David Williams,books,251,shipped,completed,21,Male,3,East,Silver,France
1967,John Miller,electronics,171,delivered,completed,34,Female,4,South,Silver,Italy
1971,Jennifer Brown,appliances,112,delivered,completed,37,Male,4,South,Silver,Italy
1973,David Smith,electronics,162,pending,pending,46,Male,1,North,Platinum,China
1974,Jennifer Johnson,books,242,delivered,completed,58,Female,1,South,Gold,Russia
1975,Jessica Williams,appliances,251,delivered,pending,43,Female,3,West,Gold,Australia
1977,Jessica Brown,appliances,295,delivered,completed,55,Male,1,North,Gold,Brazil
1979,Jessica Johnson,appliances,159,delivered,cancelled,29,Male,3,West,Platinum,Japan
1981,Daniel Davis,appliances,42,delivered,completed,26,Male,3,North,Platinum,Spain
1983,Michael Jones,appliances,289,pending,completed,51,Male,1,West,Silver,USA
1997,John Miller,electronics,186,pending,completed,23,Male,4,North,Platinum,South Africa
2000,Daniel Davis,books,105,delivered,cancelled,19,Male,3,South,Gold,Russia
2002,Jennifer Miller,books,110,delivered,completed,22,Male,3,East,Platinum,France
2007,Sarah Brown,appliances,155,shipped,completed,18,Female,3,East,Platinum,Japan
2014,Michael Davis,books,164,delivered,cancelled,28,Female,4,West,Silver,Germany
2015,Michael Davis,electronics,227,cancelled,completed,37,Female,1,North,Platinum,Germany
2016,David Jones,clothing,38,delivered,completed,25,Female,1,North,Platinum,Russia
2023,Jessica Williams,clothing,98,delivered,completed,27,Male,1,North,Platinum,Mexico
2028,David Johnson,books,243,pending,completed,53,Female,4,East,Platinum,Italy
2032,Michael Williams,appliances,135,delivered,completed,51,Male,1,West,Platinum,Italy
2033,Jessica Miller,electronics,182,delivered,completed,65,Female,1,North,Platinum,South Korea
2035,Sarah Garcia,electronics,249,delivered,completed,55,Male,4,South,Silver,UK
2036,Michael Garcia,clothing,201,delivered,completed,25,Male,4,East,Platinum,Spain
2039,Sarah Smith,electronics,163,delivered,completed,42,Female,2,South,Gold,UK
2045,Michael Johnson,clothing,111,delivered,completed,60,Male,2,South,Platinum,Italy
2050,Michael Miller,electronics,206,delivered,completed,20,Male,1,East,Gold,Russia
2058,John Miller,books,58,delivered,completed,69,Female,1,East,Platinum,Italy
2059,David Miller,clothing,197,shipped,completed,28,Female,2,East,Platinum,Japan
2060,Jessica Miller,appliances,181,delivered,completed,19,Female,1,South,Platinum,Brazil
2065,Michael Garcia,clothing,53,delivered,pending,55,Female,4,North,Platinum,Italy
2070,Jessica Davis,electronics,154,shipped,completed,36,Female,1,West,Gold,Italy
2071,David Johnson,electronics,137,delivered,completed,21,Female,2,East,Platinum,Brazil
2072,Daniel Jones,clothing,208,delivered,completed,21,Male,3,West,Platinum,Germany
2073,John Davis,clothing,150,delivered,completed,30,Male,2,West,Gold,China
2077,Michael Brown,clothing,147,cancelled,completed,23,Male,2,East,Silver,Brazil
2081,Michael Jones,books,127,pending,completed,41,Female,4,South,Silver,UK
2082,Daniel Smith,electronics,238,shipped,completed,69,Female,3,East,Silver,South Korea
2089,David Williams,appliances,194,cancelled,completed,66,Male,4,East,Platinum,Japan
2093,Sarah Jones,appliances,232,delivered,cancelled,30,Female,3,West,Silver,USA
2094,Emily Davis,books,59,delivered,cancelled,32,Male,4,North,Gold,France
2096,Michael Smith,clothing,101,delivered,completed,55,Male,1,East,Platinum,Italy
2097,John Brown,clothing,200,delivered,pending,58,Male,4,South,Gold,China
2098,Emily Johnson,clothing,102,delivered,completed,60,Male,4,East,Platinum,Germany
2100,Sarah Jones,books,291,delivered,completed,19,Female,4,West,Silver,UK
2104,Emily Williams,electronics,190,delivered,pending,55,Male,3,West,Silver,South Korea
2109,John Jones,clothing,68,delivered,completed,26,Male,2,North,Silver,Russia
2111,John Garcia,electronics,296,delivered,completed,63,Male,4,East,Platinum,Russia
2112,Jennifer Williams,electronics,135,delivered,pending,68,Female,2,South,Platinum,Canada
2115,Jennifer Williams,books,146,delivered,completed,38,Female,4,North,Silver,Spain
2117,Jessica Garcia,books,228,delivered,completed,69,Male,1,North,Silver,USA
2118,Michael Smith,electronics,112,shipped,completed,36,Female,4,North,Silver,Mexico
2123,Michael Williams,books,31,delivered,completed,36,Female,1,East,Platinum,Spain
2127,John Davis,appliances,160,delivered,cancelled,25,Female,1,North,Silver,Spain
2129,David Johnson,clothing,102,delivered,pending,52,Female,4,East,Platinum,Brazil
2138,Jessica Smith,clothing,53,delivered,completed,19,Female,1,North,Gold,South Korea
2141,Michael Jones,clothing,213,delivered,completed,42,Female,3,South,Silver,Mexico
2145,David Miller,appliances,143,shipped,completed,59,Female,3,North,Gold,Australia
2151,Jennifer Williams,electronics,80,shipped,completed,56,Male,2,West,Silver,Spain
2154,Jennifer Davis,clothing,122,delivered,completed,29,Female,3,West,Platinum,UK
2155,Michael Johnson,appliances,176,delivered,completed,54,Male,4,North,Silver,Russia
2161,Vidya Patel,appliances,80,pending,completed,61,Female,4,South,Platinum,India
2163,Jennifer Brown,clothing,172,cancelled,completed,41,Female,2,North,Platinum,Italy
2164,Jessica Miller,clothing,244,delivered,pending,50,Female,4,East,Gold,Germany
2171,Jennifer Brown,appliances,111,delivered,cancelled,28,Male,3,East,Silver,Germany
2185,Emily Garcia,appliances,224,delivered,cancelled,64,Male,2,West,Silver,France
2190,Sarah Jones,appliances,180,delivered,completed,30,Male,3,North,Platinum,South Africa
2193,Emily Davis,electronics,247,delivered,cancelled,57,Female,4,South,Platinum,Italy
2197,Jessica Johnson,clothing,257,delivered,completed,56,Male,3,West,Silver,Spain
2202,John Garcia,clothing,294,shipped,completed,49,Male,4,North,Gold,Mexico
2208,Jessica Miller,clothing,169,delivered,completed,61,Female,2,West,Silver,Spain
